"","word","sentiment","n"
"1151","grievances","negative",1
"1152","grim","negative",1
"1153","grind","negative",1
"1154","gripe","negative",1
"1155","gritty","negative",1
"1156","gross","negative",1
"1157","grossly","negative",1
"1158","groundbreaking","positive",1
"1159","gruesome","negative",1
"1160","grumpy","negative",1
"1161","guarantee","positive",1
"1162","guidance","positive",1
"1163","guilt","negative",1
"1164","guiltless","positive",1
"1165","guilty","negative",1
"1166","gullible","negative",1
"1167","gutter","negative",1
"1168","hack","negative",1
"1169","hacks","negative",1
"1170","hail","positive",1
"1171","hale","positive",1
"1172","hallmark","positive",1
"1173","hallucinate","negative",1
"1174","hamper","negative",1
"1175","handicapped","negative",1
"1176","handsome","positive",1
"1177","handsomely","positive",1
"1178","handy","positive",1
"1179","hang","negative",1
"1180","hangs","negative",1
"1181","hapless","negative",1
"1182","happier","positive",1
"1183","happily","positive",1
"1184","happiness","positive",1
"1185","happy","positive",1
"1186","harass","negative",1
"1187","harassment","negative",1
"1188","harbors","negative",1
"1189","hard","negative",1
"1190","hardships","negative",1
"1191","hardy","positive",1
"1192","harm","negative",1
"1193","harmed","negative",1
"1194","harmful","negative",1
"1195","harmless","positive",1
"1196","harmony","positive",1
"1197","harms","negative",1
"1198","harried","negative",1
"1199","harrow","negative",1
"1200","harsh","negative",1
"1201","hassle","negative",1
"1202","hassles","negative",1
"1203","haste","negative",1
"1204","hate","negative",1
"1205","hated","negative",1
"1206","haters","negative",1
"1207","hates","negative",1
"1208","hating","negative",1
"1209","hatred","negative",1
"1210","haunt","negative",1
"1211","haunting","negative",1
"1212","havoc","negative",1
"1213","hazard","negative",1
"1214","hazardous","negative",1
"1215","haze","negative",1
"1216","headache","negative",1
"1217","headaches","negative",1
"1218","headway","positive",1
"1219","healthy","positive",1
"1220","heartbreaking","negative",1
"1221","heartening","positive",1
"1222","heartless","negative",1
"1223","heartwarming","positive",1
"1224","heaven","positive",1
"1225","heck","negative",1
"1226","hedge","negative",1
"1227","heedless","negative",1
"1228","hefty","negative",1
"1229","heinous","negative",1
"1230","hell","negative",1
"1231","helped","positive",1
"1232","helpful","positive",1
"1233","helping","positive",1
"1234","helpless","negative",1
"1235","heretic","negative",1
"1236","hero","positive",1
"1237","heroic","positive",1
"1238","hesitant","negative",1
"1239","hilarious","positive",1
"1240","hinder","negative",1
"1241","hoard","negative",1
"1242","hoax","negative",1
"1243","hogs","negative",1
"1244","hollow","negative",1
"1245","holy","positive",1
"1246","honest","positive",1
"1247","honesty","positive",1
"1248","honor","positive",1
"1249","honorable","positive",1
"1250","honored","positive",1
"1251","honoring","positive",1
"1252","hoodwink","negative",1
"1253","hooray","positive",1
"1254","hopeful","positive",1
"1255","hopeless","negative",1
"1256","horde","negative",1
"1257","horrendous","negative",1
"1258","horrible","negative",1
"1259","horrid","negative",1
"1260","horrific","negative",1
"1261","horrified","negative",1
"1262","horrifying","negative",1
"1263","hostage","negative",1
"1264","hostile","negative",1
"1265","hostility","negative",1
"1266","hot","positive",1
"1267","hottest","positive",1
"1268","hubris","negative",1
"1269","hug","positive",1
"1270","hum","negative",1
"1271","humane","positive",1
"1272","humble","positive",1
"1273","humility","positive",1
"1274","humor","positive",1
"1275","humorous","positive",1
"1276","humour","positive",1
"1277","hung","negative",1
"1278","hurt","negative",1
"1279","hurting","negative",1
"1280","hurts","negative",1
"1281","hype","negative",1
"1282","hypocrisy","negative",1
"1283","hypocritical","negative",1
"1284","hysteria","negative",1
"1285","hysterical","negative",1
"1286","ideal","positive",1
"1287","ideally","positive",1
"1288","idiot","negative",1
"1289","idiotic","negative",1
"1290","idiots","negative",1
"1291","idle","negative",1
"1292","idol","positive",1
"1293","ignorance","negative",1
"1294","ignorant","negative",1
"1295","ignore","negative",1
"1296","illegal","negative",1
"1297","illegally","negative",1
"1298","illiterate","negative",1
"1299","illness","negative",1
"1300","illogical","negative",1
"1301","illuminate","positive",1
"1302","illuminating","positive",1
"1303","illusion","negative",1
"1304","imaginary","negative",1
"1305","imaginative","positive",1
"1306","imbecile","negative",1
"1307","immature","negative",1
"1308","immense","positive",1
"1309","imminently","negative",1
"1310","immoral","negative",1
"1311","impaired","negative",1
"1312","impatient","negative",1
"1313","impeccable","positive",1
"1314","impede","negative",1
"1315","impediment","negative",1
"1316","impending","negative",1
"1317","imperfect","negative",1
"1318","imperfection","negative",1
"1319","impertinent","negative",1
"1320","implausible","negative",1
"1321","implication","negative",1
"1322","implode","negative",1
"1323","important","positive",1
"1324","impose","negative",1
"1325","impossible","negative",1
"1326","impossibly","negative",1
"1327","impress","positive",1
"1328","impressed","positive",1
"1329","impresses","positive",1
"1330","impressive","positive",1
"1331","impressively","positive",1
"1332","imprison","negative",1
"1333","imprisonment","negative",1
"1334","improbable","negative",1
"1335","improper","negative",1
"1336","improperly","negative",1
"1337","improve","positive",1
"1338","improved","positive",1
"1339","improvement","positive",1
"1340","improvements","positive",1
"1341","improves","positive",1
"1342","improving","positive",1
"1343","impulsive","negative",1
"1344","inability","negative",1
"1345","inaccurate","negative",1
"1346","inappropriate","negative",1
"1347","inattentive","negative",1
"1348","incapable","negative",1
"1349","incessantly","negative",1
"1350","inclement","negative",1
"1351","incompatible","negative",1
"1352","incompetence","negative",1
"1353","incompetent","negative",1
"1354","incomplete","negative",1
"1355","incomprehensible","negative",1
"1356","inconceivable","negative",1
"1357","inconsequential","negative",1
"1358","inconsiderate","negative",1
"1359","inconsistencies","negative",1
"1360","inconsistent","negative",1
"1361","inconvenience","negative",1
"1362","incorrect","negative",1
"1363","incorrectly","negative",1
"1364","incredible","positive",1
"1365","incredibly","positive",1
"1366","incredulous","negative",1
"1367","indecision","negative",1
"1368","indecisive","negative",1
"1369","indoctrinate","negative",1
"1370","indulge","negative",1
"1371","indulgence","positive",1
"1372","inefficiency","negative",1
"1373","inefficient","negative",1
"1374","inelegant","negative",1
"1375","inept","negative",1
"1376","inequalities","negative",1
"1377","inequality","negative",1
"1378","inequities","negative",1
"1379","inescapable","negative",1
"1380","inevitable","negative",1
"1381","inevitably","negative",1
"1382","inexcusable","negative",1
"1383","inexorable","negative",1
"1384","inexpensive","positive",1
"1385","inexperience","negative",1
"1386","inexperienced","negative",1
"1387","infallible","positive",1
"1388","infamous","negative",1
"1389","infamy","negative",1
"1390","infection","negative",1
"1391","inferior","negative",1
"1392","infernal","negative",1
"1393","infested","negative",1
"1394","infidels","negative",1
"1395","inflated","negative",1
"1396","inflexible","negative",1
"1397","inflict","negative",1
"1398","influential","positive",1
"1399","infraction","negative",1
"1400","infringement","negative",1
"1401","infuriating","negative",1
"1402","infuriatingly","negative",1
"1403","ingenious","positive",1
"1404","ingenuity","positive",1
"1405","inhibit","negative",1
"1406","inhospitable","negative",1
"1407","inhuman","negative",1
"1408","inhumane","negative",1
"1409","inimical","negative",1
"1410","injure","negative",1
"1411","injury","negative",1
"1412","injustice","negative",1
"1413","innovation","positive",1
"1414","innovative","positive",1
"1415","inordinately","negative",1
"1416","insane","negative",1
"1417","insanely","negative",1
"1418","insanity","negative",1
"1419","insecure","negative",1
"1420","insecurity","negative",1
"1421","insightful","positive",1
"1422","insinuating","negative",1
"1423","inspiration","positive",1
"1424","inspirational","positive",1
"1425","inspire","positive",1
"1426","inspiring","positive",1
"1427","instability","negative",1
"1428","instantly","positive",1
"1429","instrumental","positive",1
"1430","insufficient","negative",1
"1431","insult","negative",1
"1432","insults","negative",1
"1433","integral","positive",1
"1434","integrated","positive",1
"1435","intelligence","positive",1
"1436","intelligent","positive",1
"1437","intense","negative",1
"1438","interesting","positive",1
"1439","interests","positive",1
"1440","interfere","negative",1
"1441","interference","negative",1
"1442","interrupt","negative",1
"1443","interruptions","negative",1
"1444","intimate","positive",1
"1445","intimidation","negative",1
"1446","intolerance","negative",1
"1447","intractable","negative",1
"1448","intransigent","negative",1
"1449","intricate","positive",1
"1450","intrigue","positive",1
"1451","intriguing","positive",1
"1452","intrusion","negative",1
"1453","intrusive","negative",1
"1454","intuitive","positive",1
"1455","inundate","negative",1
"1456","inundated","negative",1
"1457","invalidate","negative",1
"1458","invaluable","positive",1
"1459","invasive","negative",1
"1460","inventive","positive",1
"1461","invigorate","positive",1
"1462","invisible","negative",1
"1463","involuntary","negative",1
"1464","irate","negative",1
"1465","irking","negative",1
"1466","irks","negative",1
"1467","ironic","negative",1
"1468","ironically","negative",1
"1469","irony","negative",1
"1470","irrational","negative",1
"1471","irrationally","negative",1
"1472","irregular","negative",1
"1473","irrelevant","negative",1
"1474","irreparable","negative",1
"1475","irrepressible","negative",1
"1476","irresistible","positive",1
"1477","irresponsible","negative",1
"1478","irresponsibly","negative",1
"1479","irritate","negative",1
"1480","isolate","negative",1
"1481","isolated","negative",1
"1482","isolation","negative",1
"1483","issue","negative",1
"1484","issues","negative",1
"1485","itch","negative",1
"1486","itching","negative",1
"1487","jaded","negative",1
"1488","jam","negative",1
"1489","jarring","negative",1
"1490","jealous","negative",1
"1491","jealously","negative",1
"1492","jeopardy","negative",1
"1493","jerk","negative",1
"1494","jerky","negative",1
"1495","jitters","negative",1
"1496","jobless","negative",1
"1497","joke","negative",1
"1498","joker","negative",1
"1499","joy","positive",1
"1500","joyful","positive",1
"1501","joyous","positive",1
"1502","junk","negative",1
"1503","junkyard","negative",1
"1504","kaput","negative",1
"1505","keen","positive",1
"1506","kill","negative",1
"1507","killed","negative",1
"1508","killer","negative",1
"1509","killing","negative",1
"1510","killjoy","negative",1
"1511","kills","negative",1
"1512","kindly","positive",1
"1513","kindness","positive",1
"1514","knife","negative",1
"1515","knock","negative",1
"1516","knowledgeable","positive",1
"1517","kudos","positive",1
"1518","lack","negative",1
"1519","lacking","negative",1
"1520","lacks","negative",1
"1521","lag","negative",1
"1522","lagged","negative",1
"1523","lagging","negative",1
"1524","lags","negative",1
"1525","lame","negative",1
"1526","lament","negative",1
"1527","lapse","negative",1
"1528","lapses","negative",1
"1529","latency","negative",1
"1530","laud","positive",1
"1531","laughable","negative",1
"1532","lawless","negative",1
"1533","layoff","negative",1
"1534","lazy","negative",1
"1535","lead","positive",1
"1536","leading","positive",1
"1537","leads","positive",1
"1538","leak","negative",1
"1539","leakage","negative",1
"1540","leaking","negative",1
"1541","leaks","negative",1
"1542","lean","positive",1
"1543","led","positive",1
"1544","leech","negative",1
"1545","leery","negative",1
"1546","legendary","positive",1
"1547","lemon","negative",1
"1548","lengthy","negative",1
"1549","lethal","negative",1
"1550","leverage","positive",1
"1551","liability","negative",1
"1552","liable","negative",1
"1553","liar","negative",1
"1554","liars","negative",1
"1555","liberate","positive",1
"1556","liberty","positive",1
"1557","lie","negative",1
"1558","lied","negative",1
"1559","lies","negative",1
"1560","lighter","positive",1
"1561","like","positive",1
"1562","liked","positive",1
"1563","likes","positive",1
"1564","liking","positive",1
"1565","limit","negative",1
"1566","limitations","negative",1
"1567","limited","negative",1
"1568","limits","negative",1
"1569","lively","positive",1
"1570","loathe","negative",1
"1571","loathing","negative",1
"1572","logical","positive",1
"1573","lone","negative",1
"1574","loneliness","negative",1
"1575","lonely","negative",1
"1576","longing","negative",1
"1577","loophole","negative",1
"1578","loopholes","negative",1
"1579","loose","negative",1
"1580","loot","negative",1
"1581","lose","negative",1
"1582","loser","negative",1
"1583","losers","negative",1
"1584","loses","negative",1
"1585","losing","negative",1
"1586","loss","negative",1
"1587","losses","negative",1
"1588","lost","negative",1
"1589","loud","negative",1
"1590","lousy","negative",1
"1591","lovable","positive",1
"1592","love","positive",1
"1593","loved","positive",1
"1594","loveless","negative",1
"1595","lovely","positive",1
"1596","lover","positive",1
"1597","loves","positive",1
"1598","loving","positive",1
"1599","loyal","positive",1
"1600","loyalty","positive",1
"1601","lucid","positive",1
"1602","luck","positive",1
"1603","lucky","positive",1
"1604","lucrative","positive",1
"1605","ludicrous","negative",1
"1606","ludicrously","negative",1
"1607","lukewarm","negative",1
"1608","lure","negative",1
"1609","lurking","negative",1
"1610","lush","positive",1
"1611","luxurious","positive",1
"1612","luxury","positive",1
"1613","lying","negative",1
"1614","macabre","negative",1
"1615","mad","negative",1
"1616","madden","negative",1
"1617","maddeningly","negative",1
"1618","madness","negative",1
"1619","magic","positive",1
"1620","magical","positive",1
"1621","majestic","positive",1
"1622","majesty","positive",1
"1623","malevolent","negative",1
"1624","malicious","negative",1
"1625","mania","negative",1
"1626","maniac","negative",1
"1627","maniacal","negative",1
"1628","manic","negative",1
"1629","manipulate","negative",1
"1630","manipulation","negative",1
"1631","mar","negative",1
"1632","marginal","negative",1
"1633","marginally","negative",1
"1634","marvel","positive",1
"1635","marvelous","positive",1
"1636","mashed","negative",1
"1637","master","positive",1
"1638","masterpiece","positive",1
"1639","masters","positive",1
"1640","mastery","positive",1
"1641","mature","positive",1
"1642","maturity","positive",1
"1643","meaningful","positive",1
"1644","meaningless","negative",1
"1645","meddle","negative",1
"1646","mediocre","negative",1
"1647","meltdown","negative",1
"1648","memorable","positive",1
"1649","menace","negative",1
"1650","menacing","negative",1
"1651","menial","negative",1
"1652","merciless","negative",1
"1653","mercilessly","negative",1
"1654","mercy","positive",1
"1655","merry","positive",1
"1656","mesmerizing","positive",1
"1657","mess","negative",1
"1658","messed","negative",1
"1659","messes","negative",1
"1660","messing","negative",1
"1661","messy","negative",1
"1662","mighty","positive",1
"1663","mindless","negative",1
"1664","miracle","positive",1
"1665","miracles","positive",1
"1666","miraculous","positive",1
"1667","mirage","negative",1
"1668","mire","negative",1
"1669","misbegotten","negative",1
"1670","misbehave","negative",1
"1671","miscellaneous","negative",1
"1672","mischievous","negative",1
"1673","misconception","negative",1
"1674","misconceptions","negative",1
"1675","miserable","negative",1
"1676","misery","negative",1
"1677","misgivings","negative",1
"1678","misguided","negative",1
"1679","mishap","negative",1
"1680","mislead","negative",1
"1681","misleading","negative",1
"1682","misrepresentation","negative",1
"1683","miss","negative",1
"1684","missed","negative",1
"1685","misses","negative",1
"1686","mistake","negative",1
"1687","mistaken","negative",1
"1688","mistakenly","negative",1
"1689","mistakes","negative",1
"1690","misunderstand","negative",1
"1691","misunderstanding","negative",1
"1692","misunderstood","negative",1
"1693","misuse","negative",1
"1694","moan","negative",1
"1695","mock","negative",1
"1696","mocked","negative",1
"1697","mocking","negative",1
"1698","mocks","negative",1
"1699","modern","positive",1
"1700","modest","positive",1
"1701","momentous","positive",1
"1702","monster","negative",1
"1703","monstrous","negative",1
"1704","monumental","positive",1
"1705","moot","negative",1
"1706","morality","positive",1
"1707","morbid","negative",1
"1708","moron","negative",1
"1709","moronic","negative",1
"1710","morons","negative",1
"1711","motionless","negative",1
"1712","motivated","positive",1
"1713","motley","negative",1
"1714","mourn","negative",1
"1715","mundane","negative",1
"1716","murder","negative",1
"1717","murderer","negative",1
"1718","murderous","negative",1
"1719","murky","negative",1
"1720","mysterious","negative",1
"1721","mysteriously","negative",1
"1722","mystery","negative",1
"1723","myth","negative",1
"1724","nagging","negative",1
"1725","naive","negative",1
"1726","narrower","negative",1
"1727","nasty","negative",1
"1728","naughty","negative",1
"1729","neat","positive",1
"1730","neatly","positive",1
"1731","needless","negative",1
"1732","needlessly","negative",1
"1733","needy","negative",1
"1734","negate","negative",1
"1735","negative","negative",1
"1736","negatives","negative",1
"1737","negativity","negative",1
"1738","neglect","negative",1
"1739","neglected","negative",1
"1740","negligence","negative",1
"1741","negligent","negative",1
"1742","nemesis","negative",1
"1743","nervous","negative",1
"1744","nervously","negative",1
"1745","nervousness","negative",1
"1746","nice","positive",1
"1747","nicely","positive",1
"1748","nicer","positive",1
"1749","nightmare","negative",1
"1750","nightmarish","negative",1
"1751","nimble","positive",1
"1752","noble","positive",1
"1753","noise","negative",1
"1754","noiseless","positive",1
"1755","noises","negative",1
"1756","noisy","negative",1
"1757","nonexistent","negative",1
"1758","nonsense","negative",1
"1759","notably","positive",1
"1760","notorious","negative",1
"1761","notoriously","negative",1
"1762","nourish","positive",1
"1763","nourishing","positive",1
"1764","novelty","positive",1
"1765","numb","negative",1
"1766","oasis","positive",1
"1767","object","negative",1
"1768","objectionable","negative",1
"1769","objections","negative",1
"1770","obliterated","negative",1
"1771","oblivious","negative",1
"1772","obnoxious","negative",1
"1773","obnoxiously","negative",1
"1774","obscure","negative",1
"1775","obscures","negative",1
"1776","obsess","negative",1
"1777","obsession","positive",1
"1778","obsessively","negative",1
"1779","obsolete","negative",1
"1780","obstacle","negative",1
"1781","obstinate","negative",1
"1782","obstinately","negative",1
"1783","obstruction","negative",1
"1784","odd","negative",1
"1785","oddities","negative",1
"1786","oddly","negative",1
"1787","offence","negative",1
"1788","offend","negative",1
"1789","offender","negative",1
"1790","offenses","negative",1
"1791","offensive","negative",1
"1792","ominous","negative",1
"1793","onslaught","negative",1
"1794","openly","positive",1
"1795","openness","positive",1
"1796","oppose","negative",1
"1797","opposition","negative",1
"1798","oppression","negative",1
"1799","oppressively","negative",1
"1800","optimal","positive",1
"1801","optimism","positive",1
"1802","optimistic","positive",1
"1803","opulent","positive",1
"1804","outbreak","negative",1
"1805","outcry","negative",1
"1806","outdone","positive",1
"1807","outlaw","negative",1
"1808","outperform","positive",1
"1809","outperforming","positive",1
"1810","outperforms","positive",1
"1811","outrage","negative",1
"1812","outraged","negative",1
"1813","outrageous","negative",1
"1814","outsider","negative",1
"1815","outsmart","positive",1
"1816","outstanding","positive",1
"1817","ovation","positive",1
"1818","overbearing","negative",1
"1819","overblown","negative",1
"1820","overdone","negative",1
"1821","overdue","negative",1
"1822","overkill","negative",1
"1823","overlook","negative",1
"1824","overpaid","negative",1
"1825","overpriced","negative",1
"1826","overrated","negative",1
"1827","overrun","negative",1
"1828","overshadow","negative",1
"1829","oversight","negative",1
"1830","overstate","negative",1
"1831","overstated","negative",1
"1832","overstatement","negative",1
"1833","overstatements","negative",1
"1834","overstates","negative",1
"1835","overtake","positive",1
"1836","overtaken","positive",1
"1837","overtakes","positive",1
"1838","overtaking","positive",1
"1839","overthrow","negative",1
"1840","overturn","negative",1
"1841","overweight","negative",1
"1842","overwhelm","negative",1
"1843","overwhelmed","negative",1
"1844","overwhelming","negative",1
"1845","pain","negative",1
"1846","painful","negative",1
"1847","painfully","negative",1
"1848","painless","positive",1
"1849","pains","negative",1
"1850","pale","negative",1
"1851","pan","negative",1
"1852","pandemonium","negative",1
"1853","pandering","negative",1
"1854","panic","negative",1
"1855","panicking","negative",1
"1856","paradise","positive",1
"1857","paradoxically","negative",1
"1858","paralyzed","negative",1
"1859","paramount","positive",1
"1860","paranoid","negative",1
"1861","parasite","negative",1
"1862","pardon","positive",1
"1863","parody","negative",1
"1864","partisan","negative",1
"1865","partisans","negative",1
"1866","passion","positive",1
"1867","passionate","positive",1
"1868","passionately","positive",1
"1869","passive","negative",1
"1870","pathetic","negative",1
"1871","patience","positive",1
"1872","patient","positive",1
"1873","patiently","positive",1
"1874","patriot","positive",1
"1875","peace","positive",1
"1876","peaceful","positive",1
"1877","peacefully","positive",1
"1878","peach","positive",1
"1879","peculiar","negative",1
"1880","peeled","negative",1
"1881","penalize","negative",1
"1882","penalty","negative",1
"1883","perfect","positive",1
"1884","perfection","positive",1
"1885","perfectly","positive",1
"1886","peril","negative",1
"1887","perilous","negative",1
"1888","permissible","positive",1
"1889","perplex","negative",1
"1890","perplexed","negative",1
"1891","perplexing","negative",1
"1892","perseverance","positive",1
"1893","personalized","positive",1
"1894","pervasive","negative",1
"1895","perverse","negative",1
"1896","perversion","negative",1
"1897","pessimism","negative",1
"1898","pessimistic","negative",1
"1899","petty","negative",1
"1900","phenomenal","positive",1
"1901","phobic","negative",1
"1902","phony","negative",1
"1903","picket","negative",1
"1904","pig","negative",1
"1905","pigs","negative",1
"1906","pinch","negative",1
"1907","pinnacle","positive",1
"1908","pitiless","negative",1
"1909","pity","negative",1
"1910","plague","negative",1
"1911","playful","positive",1
"1912","plea","negative",1
"1913","pleasant","positive",1
"1914","pleased","positive",1
"1915","pleasurable","positive",1
"1916","pleasure","positive",1
"1917","plight","negative",1
"1918","plot","negative",1
"1919","ploy","negative",1
"1920","poetic","positive",1
"1921","pointless","negative",1
"1922","poised","positive",1
"1923","poison","negative",1
"1924","poisonous","negative",1
"1925","polite","positive",1
"1926","pollute","negative",1
"1927","polution","negative",1
"1928","poor","negative",1
"1929","poorer","negative",1
"1930","poorly","negative",1
"1931","popular","positive",1
"1932","portable","positive",1
"1933","positive","positive",1
"1934","positively","positive",1
"1935","positives","positive",1
"1936","posturing","negative",1
"1937","poverty","negative",1
"1938","powerful","positive",1
"1939","powerfully","positive",1
"1940","powerless","negative",1
"1941","praise","positive",1
"1942","praising","positive",1
"1943","precarious","negative",1
"1944","precious","positive",1
"1945","precise","positive",1
"1946","precisely","positive",1
"1947","predatory","negative",1
"1948","prefer","positive",1
"1949","preferable","positive",1
"1950","preferring","positive",1
"1951","prejudice","negative",1
"1952","premier","positive",1
"1953","preposterous","negative",1
"1954","prestige","positive",1
"1955","prestigious","positive",1
"1956","pretend","negative",1
"1957","pretense","negative",1
"1958","pretty","positive",1
"1959","priceless","positive",1
"1960","pricey","negative",1
"1961","prick","negative",1
"1962","pride","positive",1
"1963","primitive","negative",1
"1964","principled","positive",1
"1965","prison","negative",1
"1966","prisoner","negative",1
"1967","privilege","positive",1
"1968","privileged","positive",1
"1969","prize","positive",1
"1970","proactive","positive",1
"1971","problem","negative",1
"1972","problematic","negative",1
"1973","problems","negative",1
"1974","prodigy","positive",1
"1975","productive","positive",1
"1976","productively","positive",1
"1977","profound","positive",1
"1978","profoundly","positive",1
"1979","progress","positive",1
"1980","progressive","positive",1
"1981","prohibit","negative",1
"1982","prohibitive","negative",1
"1983","prolific","positive",1
"1984","prominence","positive",1
"1985","prominent","positive",1
"1986","promise","positive",1
"1987","promised","positive",1
"1988","promises","positive",1
"1989","promising","positive",1
"1990","promoter","positive",1
"1991","prompt","positive",1
"1992","propaganda","negative",1
"1993","proper","positive",1
"1994","properly","positive",1
"1995","proprietary","negative",1
"1996","pros","positive",1
"1997","prosecute","negative",1
"1998","prosper","positive",1
"1999","prosperity","positive",1
"2000","protect","positive",1
"2001","protection","positive",1
"2002","protective","positive",1
"2003","protest","negative",1
"2004","protesting","negative",1
"2005","protests","negative",1
"2006","proud","positive",1
"2007","proven","positive",1
"2008","proves","positive",1
"2009","providence","positive",1
"2010","proving","positive",1
"2011","provocative","negative",1
"2012","prowess","positive",1
"2013","prudent","positive",1
"2014","pry","negative",1
"2015","punch","negative",1
"2016","punctual","positive",1
"2017","punitive","negative",1
"2018","punk","negative",1
"2019","puny","negative",1
"2020","pure","positive",1
"2021","puzzled","negative",1
"2022","puzzling","negative",1
"2023","quaint","positive",1
"2024","qualified","positive",1
"2025","qualify","positive",1
"2026","qualms","negative",1
"2027","quandary","negative",1
"2028","queer","negative",1
"2029","questionable","negative",1
"2030","quicker","positive",1
"2031","quiet","positive",1
"2032","quieter","positive",1
"2033","racism","negative",1
"2034","racist","negative",1
"2035","racists","negative",1
"2036","racy","negative",1
"2037","radical","negative",1
"2038","radically","negative",1
"2039","rage","negative",1
"2040","raging","negative",1
"2041","rail","negative",1
"2042","rampage","negative",1
"2043","rampant","negative",1
"2044","randomly","negative",1
"2045","rant","negative",1
"2046","ranted","negative",1
"2047","ranting","negative",1
"2048","rape","negative",1
"2049","raped","negative",1
"2050","rapid","positive",1
"2051","raping","negative",1
"2052","rapture","positive",1
"2053","rash","negative",1
"2054","rational","positive",1
"2055","rattles","negative",1
"2056","ravage","negative",1
"2057","reactionary","negative",1
"2058","readable","positive",1
"2059","readily","positive",1
"2060","ready","positive",1
"2061","realistic","positive",1
"2062","reasonable","positive",1
"2063","reasonably","positive",1
"2064","reasoned","positive",1
"2065","reassure","positive",1
"2066","rebellious","negative",1
"2067","rebuke","negative",1
"2068","recalcitrant","negative",1
"2069","receptive","positive",1
"2070","recession","negative",1
"2071","reckless","negative",1
"2072","recklessly","negative",1
"2073","recklessness","negative",1
"2074","reclaim","positive",1
"2075","recommend","positive",1
"2076","recommendation","positive",1
"2077","recommendations","positive",1
"2078","recommended","positive",1
"2079","reconcile","positive",1
"2080","recover","positive",1
"2081","recovery","positive",1
"2082","redeeming","positive",1
"2083","redundancy","negative",1
"2084","redundant","negative",1
"2085","refine","positive",1
"2086","refined","positive",1
"2087","refinement","positive",1
"2088","reform","positive",1
"2089","reforming","positive",1
"2090","reforms","positive",1
"2091","refresh","positive",1
"2092","refreshing","positive",1
"2093","refund","positive",1
"2094","refuse","negative",1
"2095","refused","negative",1
"2096","refuses","negative",1
"2097","refusing","negative",1
"2098","refutation","negative",1
"2099","regard","positive",1
"2100","regression","negative",1
"2101","regressive","negative",1
"2102","regret","negative",1
"2103","regretted","negative",1
"2104","reject","negative",1
"2105","rejected","negative",1
"2106","rejecting","negative",1
"2107","rejection","negative",1
"2108","rejects","negative",1
"2109","rejoice","positive",1
"2110","relaxed","positive",1
"2111","relentless","negative",1
"2112","relentlessly","negative",1
"2113","reliable","positive",1
"2114","reliably","positive",1
"2115","relief","positive",1
"2116","reluctant","negative",1
"2117","remarkable","positive",1
"2118","remarkably","positive",1
"2119","remedy","positive",1
"2120","remorse","negative",1
"2121","renaissance","positive",1
"2122","renewed","positive",1
"2123","renowned","positive",1
"2124","reputation","positive",1
"2125","resentful","negative",1
"2126","resignation","negative",1
"2127","resigned","negative",1
"2128","resilient","positive",1
"2129","resistance","negative",1
"2130","resounding","positive",1
"2131","respect","positive",1
"2132","respectful","positive",1
"2133","responsibly","positive",1
"2134","responsive","positive",1
"2135","restful","positive",1
"2136","restless","negative",1
"2137","restored","positive",1
"2138","restrict","negative",1
"2139","restricted","negative",1
"2140","restriction","negative",1
"2141","restrictive","negative",1
"2142","restructure","positive",1
"2143","restructuring","positive",1
"2144","retaliatory","negative",1
"2145","retard","negative",1
"2146","retards","negative",1
"2147","retractable","positive",1
"2148","retreat","negative",1
"2149","revelation","positive",1
"2150","revenge","negative",1
"2151","revere","positive",1
"2152","revival","positive",1
"2153","revive","positive",1
"2154","revives","positive",1
"2155","revoke","negative",1
"2156","revolt","negative",1
"2157","revolting","negative",1
"2158","revolutionary","positive",1
"2159","revolutionize","positive",1
"2160","revolutionized","positive",1
"2161","revolutionizes","positive",1
"2162","reward","positive",1
"2163","rewarding","positive",1
"2164","rhetoric","negative",1
"2165","rhetorical","negative",1
"2166","rich","positive",1
"2167","richer","positive",1
"2168","ridicule","negative",1
"2169","ridiculous","negative",1
"2170","ridiculously","negative",1
"2171","rife","negative",1
"2172","rift","negative",1
"2173","right","positive",1
"2174","rightfully","positive",1
"2175","rightly","positive",1
"2176","rip","negative",1
"2177","ripped","negative",1
"2178","risk","negative",1
"2179","risks","negative",1
"2180","risky","negative",1
"2181","rival","negative",1
"2182","rivalry","negative",1
"2183","roadblocks","negative",1
"2184","robust","positive",1
"2185","rockstar","positive",1
"2186","rocky","negative",1
"2187","rogue","negative",1
"2188","rollercoaster","negative",1
"2189","romantic","positive",1
"2190","roomy","positive",1
"2191","rosy","positive",1
"2192","rot","negative",1
"2193","rough","negative",1
"2194","rubbish","negative",1
"2195","rude","negative",1
"2196","ruin","negative",1
"2197","ruined","negative",1
"2198","ruining","negative",1
"2199","ruins","negative",1
"2200","rumor","negative",1
"2201","rumors","negative",1
"2202","rumours","negative",1
"2203","runaway","negative",1
"2204","rust","negative",1
"2205","rusty","negative",1
"2206","ruthless","negative",1
"2207","ruts","negative",1
"2208","sabotage","negative",1
"2209","sack","negative",1
"2210","sacrificed","negative",1
"2211","sad","negative",1
"2212","sadly","negative",1
"2213","sadness","negative",1
"2214","safe","positive",1
"2215","safely","positive",1
"2216","saint","positive",1
"2217","sane","positive",1
"2218","sap","negative",1
"2219","sarcasm","negative",1
"2220","satisfy","positive",1
"2221","satisfying","positive",1
"2222","savage","negative",1
"2223","savages","negative",1
